#mm9.knownGene.name	mm9.kgXref.geneSymbol
uc012cnd.1	Gm6194
uc008oon.1	Stmn2
uc008ooo.1	Stmn2
uc008oop.1	Hey1
uc008ooq.2	Mrps28
uc008oor.1	Tpd52
uc008oos.1	Tpd52
uc008oot.1	Tpd52
uc008oou.1	Tpd52
uc008oov.1	Tpd52
uc008oow.1	AK211473
uc008oox.1	AK016002
uc008ooy.2	Zbtb10
uc012cne.1	C030034L19Rik
uc008ooz.2	C030034L19Rik
uc012cnf.1	C030034L19Rik
uc012cng.1	Zfp704
uc012cnh.1	Zfp704
uc008opc.2	Pag1
uc008ope.2	Pag1
uc008opd.2	Pag1
uc008opf.2	Pag1
uc008opg.1	Fabp5
uc008oph.1	Pmp2
uc008opi.1	Fabp9
uc008opj.1	Fabp9
uc008opk.1	BC048764
uc008opl.2	Fabp4
uc008opm.1	Fabp12
uc008opn.1	Fabp12
uc008opo.2	Impa1
uc008opp.2	Impa1
uc008opq.1	Impa1
uc008opr.1	Slc10a5
uc008ops.1	Zfand1
uc008opt.1	Zfand1
uc008opu.1	Chmp4c
uc012cni.1	Chmp4c
uc008opv.1	BC020394
uc008opw.2	Snx16
uc008opx.2	Snx16
uc008opy.2	Snx16
uc008opz.1	AK216443
uc008oqa.1	AK140446
uc008oqb.2	Ralyl
uc008oqc.2	Ralyl
uc008oqd.2	Ralyl
uc008oqe.1	Ralyl
uc008oqf.2	Ralyl
uc012cnj.1	Ralyl
uc012cnk.1	Gm6300
uc008oqg.1	Slc7a12
uc008oqh.2	Lrrcc1
uc008oqi.2	Lrrcc1
uc008oqj.2	Lrrcc1
uc008oqk.1	E2f5
uc008oql.1	1810022K09Rik
uc008oqm.1	1810022K09Rik
uc008oqn.1	1810022K09Rik
uc008oqo.2	Car13
uc008oqp.1	Car1
uc008oqq.1	Car1
uc008oqr.1	Car3
uc008oqs.1	Car3
uc008oqt.2	Car2
uc008oqu.1	AK020793
uc008oqv.1	Gm9733
uc008oqw.1	Sirpb1a
uc008oqx.1	Sirpb1b
uc008oqy.1	Sirpb1b
uc008oqz.1	Sirpb1b
uc012cnl.1	Sirpb1c
uc008ora.1	Sirpb1b
uc008orb.3	LOC100038947
uc012cnm.1	LOC100038947
uc012cnn.1	LOC100038947
uc012cno.1	LOC100038947
uc008ord.3	LOC100038947
uc008ore.3	LOC100038947
uc008orf.1	Gm5150
uc008orh.2	Ythdf3
uc008org.2	Ythdf3
uc008ori.2	Ythdf3
uc008orj.2	2610100L16Rik
uc012cnp.1	Mir124a-2
uc012cnq.1	Cypt12
uc008ork.1	AK217986
uc008orl.2	Bhlhe22
uc008orm.2	Cyp7b1
uc008orn.1	AK076665
uc008oro.1	Armc1
uc008orp.1	Mtfr1
uc008orq.1	Mtfr1
uc008orr.1	Mtfr1
uc008ors.1	Mtfr1
uc008ort.2	Pde7a
uc008oru.1	Pde7a
uc008orv.2	Dnajc5b
uc012cnr.1	Dnajc5b
uc012cns.1	Dnajc5b
uc008orw.1	Trim55
uc008orx.2	Crh
uc012cnt.1	4632415L05Rik
uc008ory.1	Cp
uc012cnu.1	Cp
uc008orz.1	Cp
uc008osa.1	Cp
uc008osb.1	Cp
uc008osc.1	Cp
uc008osd.1	Cp
uc008ose.2	Hps3
uc008osf.2	Hps3
uc008osg.2	Hps3
uc012cnv.1	Hps3
uc008osh.2	Hps3
uc008osi.2	Hps3
uc008osj.2	Hps3
uc008osk.1	Hltf
uc008osl.1	Hltf
uc008osm.1	Hltf
uc008osn.1	Hltf
uc008oso.1	Gyg
uc008osp.2	Cpa3
uc008osq.1	Cpb1
uc008osr.1	Agtr1b
uc008oss.1	DQ704374
uc008ost.1	DQ557323
uc012cnw.1	AB345949
uc008osu.1	AK033061
uc008osv.1	AK080657
uc008osw.1	Tbl1xr1
uc012cnx.1	Tbl1xr1
uc008osx.1	Tbl1xr1
uc008osy.1	Tbl1xr1
uc012cny.1	Rprl2
uc008osz.1	AK015118
uc008ota.1	Naaladl2
uc008otb.1	Nlgn1
uc008otc.1	Nlgn1
uc008otd.1	Nlgn1
uc008ote.1	Spata16
uc008otf.2	Spata16
uc008otg.1	Spata16
uc008otj.2	Ect2
uc008oth.2	Ect2
uc012cnz.1	Ect2
uc008oti.2	Ect2
uc008otk.2	Ect2
uc008otl.1	Nceh1
uc008otm.1	Tnfsf10
uc008otn.1	Tnfsf10
uc008oto.1	Ghsr
uc008otq.2	Fndc3b
uc008otp.2	Fndc3b
uc008otr.1	fad104
uc012coa.1	Mir3092
uc008ots.2	Tmem212
uc008ott.2	Pld1
uc008otu.1	Pld1
uc008otv.2	Pld1
uc008otw.2	Pld1
uc008otx.2	Tnik
uc012cob.1	Tnik
uc012coc.1	Tnik
uc012cod.1	Tnik
uc008oty.1	Tnik
uc008oua.2	Slc2a2
uc008oub.2	Slc2a2
uc008ouc.1	AK007174
uc008oud.1	Eif5a2
uc008oue.1	AK046440
uc008ouf.1	Rpl22l1
uc008oug.1	Rpl22l1
uc008ouh.1	Gm1527
uc008oui.1	Egfem1
uc008ouj.2	Egfem1
uc008ouk.2	Egfem1
uc012coe.1	Mir551b
uc008oul.1	AK147070
uc008oun.2	Mecom
uc008ouo.2	Mecom
uc008oup.2	Mecom
uc008ouq.2	Mecom
uc008our.1	Mecom
uc008ous.1	Mecom
uc008out.1	Mecom
uc008ouu.1	AK145113
uc008ouv.1	Mecom
uc008ouw.1	Arpm1
uc008oux.1	Mynn
uc008ouy.1	Mynn
uc008ouz.1	Mynn
uc008ova.1	Mynn
uc008ovb.1	Lrrc34
uc008ovc.1	Lrriq4
uc008ovd.1	Lrriq4
uc008ove.1	Lrrc31
uc008ovf.1	AK085279
uc012cof.1	Samd7
uc008ovg.2	Samd7
uc008ovh.1	Sec62
uc008ovk.2	Gpr160
uc008ovi.2	Gpr160
uc008ovj.2	Gpr160
uc012cog.1	Phc3
uc008ovl.2	Phc3
uc008ovp.2	Phc3
uc008ovm.2	Phc3
uc012coh.1	Phc3
uc008ovo.2	Phc3
uc008ovq.1	Phc3
uc008ovr.2	Phc3
uc008ovs.1	Prkci
uc008ovt.1	Skil
uc008ovu.1	Skil
uc008ovv.1	Skil
uc012coi.1	Skil
uc008ovw.2	Cldn11
uc008ovx.2	Slc7a14
uc008ovy.1	Slc7a14
uc008ovz.1	AK162138
uc008owa.1	Kcnmb2
uc008owb.1	Kcnmb2
uc012coj.1	KCNMB2
uc008owc.1	Zmat3
uc012cok.1	4930429B21Rik
uc008owd.2	Pik3ca
uc012col.1	Kcnmb3
uc008owf.2	Zfp639
uc008owg.2	Zfp639
uc012com.1	Zfp639
uc008owh.2	Mfn1
uc008owi.2	Mfn1
uc008owj.2	Mfn1
uc008owk.1	Mfn1
uc008owl.1	Gnb4
uc008owm.1	Gnb2
uc012con.1	Gnb4
uc008own.1	Gnb4
uc012coo.1	Actl6a
uc008owp.2	Mrpl47
uc008owq.1	Ndufb5
uc008owr.1	Usp13
uc008ows.1	Usp13
uc008owt.2	Pex5l
uc008owu.2	Pex5l
uc008owv.2	Pex5l
uc008oww.2	Pex5l
uc008owx.2	Pex5l
uc008owy.1	AK029638
uc008owz.2	Pex5l
uc008oxa.1	Ttc14
uc008oxb.1	Ttc14
uc012cop.1	Ttc14
uc008oxc.1	Ttc14
uc008oxd.1	Ttc14
uc008oxe.1	Ttc14
uc008oxf.1	Ttc14
uc008oxg.1	Ttc14
uc008oxh.1	Ttc14
uc008oxi.1	Ccdc39
uc008oxj.1	Ccdc39
uc008oxl.2	Fxr1
uc008oxn.2	Fxr1
uc008oxk.2	Fxr1
uc008oxm.1	Dnajc19
uc012coq.1	AK051383
uc008oxo.1	Dnajc19
uc008oxp.1	Dnajc19
uc012cor.1	Sox2ot
uc012cos.1	Mir1897
uc008oxu.1	Sox2
uc008oxv.1	DQ549901
uc008oxw.1	DQ711745
uc008oxx.1	DQ687106
uc008oxy.1	DQ551112
uc008oxz.1	DQ696832
uc008oya.1	DQ708589
uc008oyb.1	DQ540995
uc008oyc.1	DQ569369
uc008oyd.1	DQ695017
uc008oye.1	DQ568005
uc008oyf.1	DQ558508
uc008oyg.1	DQ699918
uc008oyh.1	DQ709618
uc008oyi.1	DQ694726
uc008oyj.1	DQ567628
uc008oyk.1	DQ564592
uc008oyl.1	DQ710678
uc008oym.1	DQ548344
uc008oyn.1	DQ561281
uc008oyo.1	DQ706336
uc008oyp.1	DQ556290
uc008oyq.1	DQ556070
uc008oyr.1	AK029958
uc008oys.1	Atp11b
uc008oyt.1	Atp11b
uc008oyu.1	Atp11b
uc008oyv.1	Atp11b
uc008oyw.1	Dcun1d1
uc008oyx.1	Dcun1d1
uc008oyy.2	Mccc1
uc012cot.1	Mcca
uc008oyz.1	Mccc1
uc008ozb.1	A330050B17Rik
uc008oza.1	A330050B17Rik
uc008ozd.1	Ccdc144b
uc008oze.1	Acad9
uc012cou.1	Acad9
uc008ozf.1	AK172713
uc008ozg.2	D3Ertd254e
uc008ozh.1	Qrfpr
uc008ozi.1	Qrfpr
uc008ozj.2	Anxa5
uc008ozk.1	AK043581
uc008ozl.1	Exosc9
uc008ozm.1	Exosc9
uc008ozn.1	Exosc9
uc012cov.1	Ccna2
uc008ozq.2	Bbs7
uc008ozp.2	Bbs7
uc008ozr.1	Bbs7
uc012cow.1	Trpc3
uc008ozt.2	Trpc3
uc008ozu.1	trp3
uc008ozv.1	Trpc3
uc008ozw.2	4932438A13Rik
uc008ozx.2	4932438A13Rik
uc008pab.2	4932438A13Rik
uc008ozy.1	4932438A13Rik
uc008ozz.1	4932438A13Rik
uc008paa.1	Kiaa1109
uc008pac.2	4932438A13Rik
uc008pad.2	4932438A13Rik
uc008pae.1	mKIAA1109
uc008paf.1	AK029633
uc008pag.1	Adad1
uc008pah.1	Adad1
uc008pai.2	Il2
uc008paj.1	Il21
uc008pak.1	Il21
uc008pal.1	Cetn4
uc008pam.1	Cetn4
uc008pan.1	Bbs12
uc008pao.1	Bbs12
uc012cox.1	Fgf2
uc008pap.2	Fgf2
uc008paq.2	Fgf2
uc008par.1	Nudt6
uc008pas.1	Nudt6
uc008pat.1	Nudt6
uc008pav.2	Spata5
uc008pau.2	Spata5
uc012coy.1	Spata5
uc008paw.1	AK016393
uc008pax.2	Spry1
uc008pay.2	Spry1
uc008paz.1	Gm5148
uc012coz.1	EG381438
uc012cpa.1	EG381438
uc008pba.1	AK134652
uc008pbc.2	Ankrd50
uc008pbd.2	Ankrd50
uc008pbe.1	Fat4
uc008pbf.1	Fat4
uc008pbg.1	Intu
uc008pbh.1	Intu
uc008pbi.2	Slc25a31
uc008pbj.1	apg-1b
uc008pbk.1	Hspa4l
uc008pbl.1	Hspa4l
uc008pbm.1	Plk4
uc008pbn.1	Plk4
uc008pbo.1	Plk4
uc012cpb.1	Plk4
uc012cpc.1	Plk4
uc008pbp.1	Mfsd8
uc008pbq.1	3110057O12Rik
uc012cpd.1	Gm10731
uc008pbr.1	AK009813
uc008pbs.1	AK078307
uc008pbt.1	3110057O12Rik
uc008pbu.1	3110057O12Rik
uc012cpe.1	3110057O12Rik
uc008pbw.2	3110057O12Rik
uc008pbx.1	1700034I23Rik
uc012cpf.1	3110057O12Rik
uc008pbz.2	3110057O12Rik
uc008pca.1	Larp1b
uc008pcb.1	Larp1b
uc008pcc.1	Larp1b
uc008pcd.1	Larp1b
uc008pce.2	Pgrmc2
uc008pcf.1	AY512943
uc008pcg.1	AK006766
uc008pch.1	AK082869
uc008pci.1	AK021232
uc008pcj.2	Phf17
uc008pck.2	Phf17
uc008pcm.2	Phf17
uc008pcl.2	Phf17
uc008pcn.1	Sclt1
uc008pco.1	Sclt1
uc008pcp.1	Sclt1
uc008pcq.1	Sclt1
uc008pcr.1	D3Ertd751e
uc008pcs.1	D3Ertd751e
uc008pct.1	D3Ertd751e
uc008pcu.1	D3Ertd751e
uc008pcv.1	D3Ertd751e
uc008pcw.1	D3Ertd751e
uc008pcx.1	AK012035
uc012cpg.1	Pcdh10
uc008pcy.1	Pcdh10
uc008pcz.1	Pcdh10
uc008pda.1	Pcdh10
uc008pdb.2	Pabpc4l
uc008pdc.1	DQ556350
uc008pdd.1	1700018B24Rik
uc008pde.1	1700018B24Rik
uc012cph.1	Pcdh18
uc008pdg.2	Pcdh18
uc008pdh.1	AK144912
uc008pdi.1	Slc7a11
uc008pdj.1	Slc7a11
uc008pdk.1	AK138462
uc008pdl.1	AK132084
uc008pdm.2	Ccrn4l
uc008pdn.2	Ccrn4l
uc008pdo.1	Elf2
uc008pdp.1	Elf2
uc008pdq.1	Elf2
uc008pdr.1	Elf2
uc008pds.1	Elf2
uc008pdt.1	ELF2
uc012cpi.1	ELF2
uc008pdu.1	AK017883
uc008pdv.1	AK042136
uc008pdw.2	Osap
uc008pdx.2	4930583H14Rik
uc008pdy.1	Ndufc1
uc008pdz.2	Naa15
uc008pea.1	Rab33b
uc008peb.1	Setd7
uc012cpj.1	5031434O11Rik
uc008ped.1	Mgst2
uc012cpk.1	Mgst2
uc008pee.2	Maml3
uc008pef.2	Maml3
uc008peh.1	AK144834
uc008pei.2	Foxo1
uc008pej.1	AK040671
uc008pek.1	AK040707
uc008pel.1	AK087699
uc008pem.2	Cog6
uc008pen.2	Cog6
uc008peo.2	Cog6
uc008pep.1	Lhfp
uc008peq.1	Lhfp
uc008per.1	Nhlrc3
uc008pes.1	Nhlrc3
uc008pet.1	Nhlrc3
uc008peu.1	2810046L04Rik
uc008pev.1	2810046L04Rik
uc008pew.1	Stoml3
uc008pex.1	Frem2
uc008pey.1	Frem2
uc008pez.1	AK050510
uc008pfa.2	Ufm1
uc008pfb.1	AK081086
uc008pfc.1	Trpc4
uc008pfd.1	Trpc4
uc008pfe.1	Trpc4
uc008pff.1	Trpc4
uc008pfg.1	Trpc4
uc008pfh.2	Postn
uc008pfi.2	Postn
uc008pfj.2	Postn
uc008pfk.1	Fam48a
uc008pfl.1	Fam48a
uc008pfm.1	Fam48a
uc008pfn.1	D3Ertd300e
uc008pfo.1	D3Ertd300e
uc008pfp.1	Fam48a
uc008pfq.2	Exosc8
uc012cpl.1	Exosc8
uc008pfr.1	Alg5
uc008pfs.1	Alg5
uc008pft.1	Alg5
uc008pfu.1	Alg5
uc008pfv.1	Smad9
uc008pfw.1	Rfxap
uc008pfx.2	6030405A18Rik
uc008pfy.2	Ccna1
uc008pfz.2	Ccna1
uc008pga.2	Spg20
uc008pgb.2	Spg20
uc008pgc.2	Spg20
uc008pgd.1	Spg20
uc008pge.2	Spg20
uc008pgg.2	A730037C10Rik
uc008pgh.1	A730037C10Rik
uc012cpm.1	A730037C10Rik
uc012cpn.1	A730037C10Rik
uc012cpo.1	A730037C10Rik
uc008pgi.2	Sohlh2
uc008pgk.2	Dclk1
uc008pgl.2	Dclk1
uc008pgm.2	Dclk1
uc012cpp.1	Dclk1
uc012cpq.1	Dclk1
uc008pgn.2	Dclk1
uc008pgo.2	Dclk1
uc012cpr.1	Dclk1
uc008pgq.2	Dclk1
uc008pgr.2	Dclk1
uc008pgp.2	Dclk1
uc008pgs.2	mKIAA0369
uc008pgt.2	Nbea
uc008pgu.2	Nbea
uc008pgv.2	Mab21l1
uc012cps.1	4933417G07Rik
uc008pgx.1	Nbea
uc008pgy.1	Tm4sf1
uc008pgz.1	Tm4sf1
uc008pha.2	Tm4sf4
uc008phb.2	Wwtr1
uc012cpt.1	Wwtr1
uc008phc.1	AK040865
uc008phd.1	Commd2
uc008phe.1	Commd2
uc008phf.1	Gm410
uc008phg.1	Rzf
uc008phh.1	Rzf
uc008phi.2	Rnf13
uc008phj.2	Rnf13
uc008phk.2	Rnf13
uc008phm.1	Pfn2
uc008phn.2	Pfn2
uc008pho.1	AK005707
uc008php.1	Tsc22d2
uc008phq.1	Tsc22d2
uc008phr.1	Tsc22d2
uc008phs.2	Serp1
uc008pht.2	Eif2a
uc012cpu.1	Eif2a
uc008phu.2	Eif2a
uc008phv.2	Eif2a
uc008phw.1	Eif2a
uc008phx.1	2810407C02Rik
uc012cpv.1	2810407C02Rik
uc008phy.1	Fam194a
uc008phz.1	Fam194a
uc012cpw.1	Gm8234
uc008pia.1	Siah2
uc008pib.1	AK016388
uc008pic.1	AK030561
uc008pid.1	Clrn1
uc008pie.1	Clrn1
uc008pif.1	Clrn1
uc008pig.1	Med12l
uc008pih.1	Med12l
uc008pii.2	Med12l
uc012cpx.1	Gpr171
uc008pij.2	Gpr171
uc008pik.1	P2ry14
uc008pil.1	P2ry14
uc008pim.1	P2ry14
uc008pin.1	P2ry14
uc008pio.1	AK157216
uc012cpy.1	Gpr87
uc008pip.1	Gpr87
uc008piq.2	P2ry13
uc008pis.2	P2ry12
uc008pir.2	P2ry12
uc008pit.2	Med12l
uc008piu.2	Igsf10
uc012cpz.1	Gm5538
uc008piw.1	4930449A18Rik
uc008pix.1	C130079G13Rik
uc008piy.1	Gm9696
uc012cqa.1	Aadacl2
uc008piz.1	Aadac
uc008pja.2	Sucnr1
uc008pjb.1	Mbnl1
uc008pjc.1	Mbnl1
uc008pjd.1	Mbnl1
uc008pje.1	Mbnl1
uc008pjf.1	Mbnl1
uc012cqb.1	mKIAA0428
uc008pjg.1	Mbnl1
uc008pjh.1	Mbnl1
uc008pji.1	Ube2v1
uc008pjj.1	P2ry1
uc008pjk.1	P2ry1
uc008pjl.1	Rap2b
uc008pjm.1	Arhgef26
uc008pjn.2	Dhx36
uc008pjo.1	Gpr149
uc008pjp.1	Mme
uc008pjq.1	Mme
uc008pjr.1	Mme
uc008pjs.1	Mme
uc008pju.2	Plch1
uc008pjv.2	Plch1
uc012cqc.1	Plch1
uc008pjw.2	Plch1
uc008pjx.2	Plch1
uc008pjy.2	Plch1
uc008pjt.1	Plch1
uc008pka.1	BC048720
uc008pkb.1	E130311K13Rik
uc008pkc.1	Slc33a1
uc008pkd.1	Slc33a1
uc012cqd.1	AK052681
uc008pke.1	Gmps
uc008pkf.1	Vmn2r1
uc009vcj.1	Vmn2r2
uc009vck.1	Vmn2r3
uc009vcl.1	Vmn2r4
uc009vcm.1	Vmn2r5
uc009vcn.1	Vmn2r6
uc008pkg.2	Vmn2r-ps11
uc009vco.1	Vmn2r7
uc008pkh.2	Vmn2r7
uc008pki.1	AK035994
uc008pkj.1	Kcnab1
uc008pkk.1	AK039238
uc008pkl.1	Kcnab1
uc008pkm.1	AK085325
uc008pkn.1	Ssr3
uc008pko.1	Ssr3
uc008pkp.1	AK161073
uc008pkq.2	4931440P22Rik
uc012cqe.1	4931440P22Rik
uc008pkr.1	Tiparp
uc008pks.2	Lekr1
uc012cqf.1	Lekr1
uc008pkt.1	AK144610
uc008pku.1	Ccnl1
uc008pkv.1	Ccnl1
uc008pkw.1	Ccnl1
uc008pkx.1	Ccnl1
uc008pky.2	Veph1
uc008pkz.2	Veph1
uc008pla.1	Ptx3
uc008plb.1	Veph-A
uc008plc.1	Shox2
uc008pld.1	Shox2
uc008ple.1	Shox2
uc008plf.1	Rsrc1
uc008plg.1	Rsrc1
uc008plh.1	Rsrc1
uc008pli.1	Rsrc1
uc008plj.1	Rsrc1
uc008plk.1	Mlf1
uc008pll.1	Mlf1
uc008plm.2	Gfm1
uc008pln.1	Lxn
uc008plo.2	Rarres1
uc008plp.1	Mfsd1
uc008plq.1	Iqcj
uc012cqg.1	Iqcj-schip1
uc012cqh.1	Schip1
uc012cqi.1	Schip1
uc008plr.2	Schip1
uc008pls.2	Schip1
uc008plt.2	Schip1
uc008plu.2	Il12a
uc008plv.2	Il12a
uc012cqj.1	1110032F04Rik
uc008plw.2	Ift80
uc008plx.2	Ift80
uc008ply.1	Smc4
uc008plz.1	SMC4
uc008pma.1	Smc4
uc008pmb.1	Smc4
uc012cqk.1	Mir15b
uc012cql.1	Mir16-2
uc008pmd.2	Trim59
uc008pme.1	Kpna4
uc008pmf.1	BC062821
uc012cqm.1	Arl14
uc008pmg.1	Ppm1l
uc008pmh.1	Ppm1l
uc008pmi.1	AK031097
uc008pmj.1	B3galnt1
uc008pmk.1	Nmd3
uc008pml.1	Nmd3
uc008pmn.2	1110032A04Rik
uc008pmm.2	1110032A04Rik
uc008pmo.2	Otol1
uc008pmp.1	AK144724
uc008pmq.1	Sis
uc012cqn.1	Sis
uc008pmr.1	AK131876
uc008pms.1	Slitrk3
uc008pmt.1	Slitrk3
uc008pmu.1	AK044425
uc008pmv.1	Bche
uc008pmw.1	Bche
uc008pmx.1	Bche
uc008pmy.1	Zbbx
uc008pmz.1	Zbbx
uc008pna.1	Serpini2
uc008pnb.1	AK042714
uc008pnc.1	Pdcd10
uc008pnd.2	Serpini1
uc008pne.2	Serpini1
uc008pnf.1	Golim4
uc008png.1	Golim4
uc008pnh.1	Golim4
uc008pni.1	Golim4
uc008pnj.1	Fstl5
uc008pnk.1	AK205332
uc008pnl.1	Rapgef2
uc008pnm.1	Rapgef2
uc008pnn.1	Rapgef2
uc012cqo.1	LOC100233207
uc008pno.2	Fnip2
uc012cqp.1	Fnip2
uc008pnp.1	Ppid
uc008pnq.2	Etfdh
uc008pnr.2	Etfdh
uc008pns.2	Etfdh
uc008pnt.2	Etfdh
uc008pnu.2	4930579G24Rik
uc008pnv.1	Rxfp1
uc008pnw.1	Tmem144
uc008pnx.1	Tmem144
uc008pny.2	Fam198b
uc008pnz.1	Gria2
uc008poa.1	Gria2
uc008pob.1	Gria2
uc008poc.1	Gria2
uc008pod.1	Gria2
uc008poe.1	Gria2
uc008pof.1	Gria2
uc012cqq.1	Glrb
uc008pog.1	Glrb
uc008poh.1	Glrb
uc012cqr.1	Glrb
uc012cqs.1	Glrb
uc008poi.1	Pdgfc
uc008poj.1	Pdgfc
uc008pok.1	Pdgfc
uc008pol.1	AK049102
uc008pom.1	Ctso
uc008pon.1	Ctso
uc008poo.1	Tdo2
uc008pop.1	Accn5
uc008poq.1	Accn5
uc008pos.2	Gucy1b3
uc008por.2	Gucy1b3
uc008pou.2	Gucy1a3
uc008pov.2	Gucy1a3
uc008pow.1	Mtap9
uc008pox.1	Mtap9
uc012cqt.1	Mtap9
uc008poy.1	Mtap9
uc008poz.1	Mtap9
uc008ppa.1	Npy2r
uc012cqu.1	Rbm46
uc012cqv.1	Lrat
uc008ppc.1	AK015378
uc008ppd.1	Fgg
uc008ppe.1	Fgg
uc012cqw.1	Fga
uc008ppf.2	Fga
uc008pph.1	Fgb
uc008ppi.1	Plrg1
uc008ppj.1	PLRG1
uc008ppk.2	1700028M03Rik
uc008ppl.2	Sfrp2
uc008ppm.1	AK137033
uc008ppn.2	Tlr2
uc008ppo.1	D930015E06Rik
uc008ppp.1	D930015E06Rik
uc008ppq.1	D930015E06Rik
uc008ppr.1	D930015E06Rik
uc008pps.1	D930015E06Rik
uc008ppt.1	mKIAA0922
uc008ppu.1	D930015E06Rik
uc008ppv.2	Mnd1
uc012cqx.1	Trim2
uc008ppx.2	Trim2
uc008ppy.2	Trim2
uc008ppz.2	Trim2
uc012cqy.1	Gm6525
uc008pqa.2	Trim2
uc008pqb.2	Trim2
uc008pqc.2	Fhdc1
uc008pqd.2	Fhdc1
uc008pqe.1	Arfip1
uc008pqf.1	Arfip1
uc008pqg.2	Arfip1
uc008pqh.1	Tigd4
uc008pqi.1	Tmem154
uc008pqj.1	Tmem154
uc008pqk.2	Fbxw7
uc008pqn.2	Fbxw7
uc008pql.2	Fbxw7
uc008pqm.1	Dear1
uc008pqo.1	BC048678
uc008pqp.1	AK086005
uc008pqq.1	AK158189
uc008pqr.1	Pet112l
uc008pqs.1	Pet112l
uc008pqt.1	Pet112l
uc008pqu.2	Fam160a1
uc012cqz.1	Fam160a1
uc008pqw.2	Fam160a1
uc012cra.1	Glt28d2
uc008pqx.2	Glt28d2
uc008pqy.1	SH3d19
uc008pqz.1	Prss48
uc008pra.2	Sh3d19
uc008prc.2	Rps3a
uc012crb.1	Rnu73a
uc012crc.1	Rnu73b
uc008prd.1	AK080030
uc008pre.1	Lrba
uc008prf.1	Lba
uc008prg.1	Lrba
uc008prh.1	Lrba
uc008pri.1	Lrba
uc008prj.1	Mab21l2
uc008prk.3	Dclk2
uc008prm.3	Dclk2
uc008prn.3	Dclk2
uc008pro.3	Dclk2
uc008prp.3	Dclk2
uc008prl.3	Dclk2
uc008prq.3	Dclk2
uc008prr.3	Dclk2
uc008prs.1	Cd1d2
uc012crd.1	Cd1d2
uc012cre.1	Cd1d1
uc012crf.1	Cd1d2
uc008pru.2	Kirrel
uc008prw.2	Kirrel
uc008prx.2	Kirrel
uc008pry.1	Fcrls
uc008prz.1	Fcrls
uc008psa.2	Cd5l
uc008psc.2	Fcrl1
uc008psb.2	Fcrl1
uc008psd.2	Fcrl1
uc012crg.1	Fcrl5
uc008psf.1	Fcrl5
uc008psg.1	Etv3
uc008psh.1	Etv3
uc008psi.1	Etv3
uc008psj.1	Etv3
uc008psk.1	Arhgef11
uc012crh.1	Arhgef11
uc008psl.1	Arhgef11
uc008psm.1	Arhgef11
uc008psn.1	Arhgef11
uc012cri.1	Arhgef11
uc008pso.1	Arhgef11
uc008psp.2	4933430H15Rik
uc012crj.1	Megf12
uc008psq.1	Pear1
uc008psr.1	Pear1
uc008pss.1	Pear1
uc008pst.1	Pear1
uc012crk.1	Pear1
uc008psu.1	Pear1
uc008psv.1	Megf12
uc012crl.1	Ntrk1
uc008psw.1	Ntrk1
uc008psx.2	Insrr
uc008psy.2	Insrr
uc008pta.1	Sh2d2a
uc008psz.1	Sh2d2a
uc008ptb.2	Prcc
uc008ptc.2	Hdgf
uc008ptd.1	Mrpl24
uc008pte.1	Mrpl24
uc008ptf.1	Mrpl24
uc008ptg.1	Mrpl24
uc008pth.2	BC023814
uc008pti.2	BC023814
uc008ptj.1	Isg20l2
uc008ptk.1	Crabp2
uc008ptl.1	Nes
uc008ptm.1	Nes
uc008ptn.1	Nes
uc008pto.2	Bcan
uc008ptp.2	Bcan
uc008ptq.2	Hapln2
uc008ptr.2	Gpatch4
uc012crm.1	Gpatch4
uc008pts.2	Gpatch4
uc008ptu.1	Apoa1bp
uc008ptv.1	Ttc24
uc008ptw.1	Ttc24
uc008ptx.1	Iqgap3
uc008pty.1	Iqgap3
uc008ptz.1	Mef2d
uc008pua.1	Mef2d
uc008pub.1	Mef2d
uc008puc.1	Mef2d
uc008pud.1	BC106167
uc008pue.1	AK007191
uc008puf.1	AK008852
uc008pug.1	AK141565
uc008puh.1	AK140632
uc012crn.1	Mir3093
uc012cro.1	Mir9-1
uc008pui.1	Rhbg
uc012crp.1	Rhbg
uc008puj.1	1700021C14Rik
uc008puk.1	1700021C14Rik
uc008pul.1	Cct3
uc008pum.1	Cct3
uc008pun.1	Cct3
uc008puo.1	Cct3
uc008pup.1	0610031J06Rik
uc008puq.1	Tmem79
uc008pur.1	Tmem79
uc008pus.1	Smg5
uc008put.1	Smg5
uc012crq.1	Smg5
uc012crr.1	Smg5
uc012crs.1	Paqr6
uc012crt.1	Paqr6
uc008puv.2	Bglap-rs1
uc008puw.2	Bglap-rs1
uc012cru.1	Bglap
uc008pux.1	Bglap2
uc008puy.1	Bglap
uc008puz.1	Bglap
uc008pva.1	Pmf1
uc008pvb.1	Pmf1
uc008pvc.2	Slc25a44
uc008pve.2	Slc25a44
uc008pvd.2	Slc25a44
uc008pvf.2	Slc25a44
uc008pvg.2	Sema4a
uc008pvh.2	Sema4a
uc012crv.1	Sema4a
uc012crw.1	Sema4a
uc008pvi.2	Sema4a
uc008pvj.2	Lmna
uc008pvk.2	Lmna
uc008pvl.2	Lmna
uc012crx.1	Mex3a
uc012cry.1	Mir1905
uc008pvn.1	Rab25
uc008pvo.1	Robld3
uc008pvp.1	Robld3
uc008pvq.1	Ubqln4
uc008pvr.1	Ubqln4
uc012crz.1	ubin
uc008pvs.1	Ssr2
uc008pvt.1	Ssr2
